Entity,Code,Year,SF₆ gases (tonnes),PFC gases (tonnes),HFC gases (tonnes),Nitrous oxide (N₂O) (tonnes),Methane (CH₄) (tonnes),Carbon Dioxide (CO₂) (tonnes)
Pacific island small states,,1971,,,,2201596.011146,2277220.8340000003,1092743.07509533
Pacific island small states,,1972,,,,2451062.2681179997,2303901.727,1133065.6977925801
Pacific island small states,,1973,,,,2714246.347614,2364373.522,1221775.46772652
Pacific island small states,,1974,,,,2794838.7155999998,2294143.4680000003,1298388.45085128
Pacific island small states,,1975,,,,2981488.159648,2474605.6410000003,1274194.87723293
Pacific island small states,,1976,,,,3068897.739246,2454133.716,1008065.5674311201
Pacific island small states,,1977,,,,3259298.901998,2589810.806,1459678.9416402602
Pacific island small states,,1978,,,,3732993.035146,2724464.415,1342743.33581825
Pacific island small states,,1979,,,,3477515.128532,2720162.05,1552420.9738439198
Pacific island small states,,1980,,,,4018671.654748,2760219.077,1552420.9738439198
Pacific island small states,,1981,,,,4006162.7069840003,2891804.542,1903227.79130995
Pacific island small states,,1982,,,,4080945.2731480002,3011370.332,1625001.6946989598
Pacific island small states,,1983,,,,4065761.973302,2885839.681,1516130.6134163998
Pacific island small states,,1984,,,,3918169.5699940003,2952085.076,1370969.17170632
Pacific island small states,,1985,,,,4436553.772606,3060471.66,1451614.41710081
Pacific island small states,,1986,,,,4154087.9991419995,3123167.34,1451614.41710081
Pacific island small states,,1987,,,,4612935.705538,3185059.88,1314517.4999301801
Pacific island small states,,1988,,,,4684179.614014001,3295582.6,1455646.67937054
Pacific island small states,,1989,,,,4167321.334198,3284532.77,1596775.85881089
Pacific island small states,,1990,,,,4181896.85474,3107774.8299999996,1745969.5627907
Pacific island small states,,1991,,,,3169235.936052,2646114.13,1621257.45116279
Pacific island small states,,1992,,,,2492843.903012,2236079.08,1675819
Pacific island small states,,1993,,,,2644774.626709,2399378.35,1697821
Pacific island small states,,1994,,,,2849436.770518,2534232.85,1705155
Pacific island small states,,1995,,,,2884031.9898759997,2612326,1734491
Pacific island small states,,1996,,,,3014696.993038,2649192.34,1800497
Pacific island small states,,1997,,,,2988858.357444,2670589.89,1796830
Pacific island small states,,1998,,,,2870931.354877,2612518.04,1774828
Pacific island small states,,1999,,,,2787395.255163,2557642.33,1811498
Pacific island small states,,2000,,,,2960883.9985499997,2593579.33,1888505
Pacific island small states,,2001,,,,3001489.023267,2657447.7,2152529
Pacific island small states,,2002,,,,3154022.1538750003,2642261.97,1987514
Pacific island small states,,2003,,,,3196149.427671,2640946.83,2163530
Pacific island small states,,2004,,,,3178836.973983,2644748.8600000003,2438555
Pacific island small states,,2005,,,,3160408.108367,2640600.1799999997,2192866
Pacific island small states,,2006,,,,3154592.028518,2643618.4400000004,2321211
Pacific island small states,,2007,,,,3141380.13021,2645515.5300000003,2328545
Pacific island small states,,2008,,,,3131331.455968,2648070.3400000003,2057187
Pacific island small states,,2009,,,,3076342.307995,2630135.4099999997,2027851
Pacific island small states,,2010,,,,3125114.221022,2622275.97,2427554
Pacific island small states,,2011,,,,3156365.3632322196,2648498.7296999996,2310210
Pacific island small states,,2012,,,,3187616.50544244,2674721.4894,2280874
Pacific island small states,,2013,,,,,,2390884
Pacific island small states,,2014,,,,,,2478892
Pakistan,PAK,1960,,,,,,14154620
Pakistan,PAK,1961,,,,,,14656999
Pakistan,PAK,1962,,,,,,16105464
Pakistan,PAK,1963,,,,,,18514683
Pakistan,PAK,1964,,,,,,19035397
Pakistan,PAK,1965,,,,,,19974149
Pakistan,PAK,1966,,,,,,20326181
Pakistan,PAK,1967,,,,,,21572961
Pakistan,PAK,1968,,,,,,24737582
Pakistan,PAK,1969,,,,,,23993181
Pakistan,PAK,1970,,,,12161858,56503000,24337879
Pakistan,PAK,1971,,,,12988442,56482200,23076431
Pakistan,PAK,1972,,,,13590400,56999700,18929054
Pakistan,PAK,1973,,,,13772339,58194600,20036488
Pakistan,PAK,1974,,,,14308825,60133400,21418947
Pakistan,PAK,1975,,,,15041851,62209300,23219444
Pakistan,PAK,1976,,,,15834862,63556200,22838076
Pakistan,PAK,1977,,,,16484187.999999998,66228300,24389217
Pakistan,PAK,1978,,,,17698396,68803000,26138376
Pakistan,PAK,1979,,,,18924260,70222700,28250568
Pakistan,PAK,1980,,,,18879341,69857100,32067915
Pakistan,PAK,1981,,,,19455042,72265300,34400127
Pakistan,PAK,1982,,,,20671730,73474900,37385065
Pakistan,PAK,1983,,,,19622814,75026700,40303997
Pakistan,PAK,1984,,,,20120767,76041700,42856229
Pakistan,PAK,1985,,,,21566979,76228400,47175955
Pakistan,PAK,1986,,,,18390843,83224800,49453162
Pakistan,PAK,1987,,,,17120990,84888700,53534533
Pakistan,PAK,1988,,,,17526439,87596800,58213625
Pakistan,PAK,1989,,,,18180787,89121400,60956541
Pakistan,PAK,1990,1009000,0,0,18443543,90807800,68565566
Pakistan,PAK,1991,,,,18721396,92710900,68242870
Pakistan,PAK,1992,,,,20912166,93584500,72789950
Pakistan,PAK,1993,,,,21664505,97419600,78008091
Pakistan,PAK,1994,,,,23180684,98780000,84839712
Pakistan,PAK,1995,,,,23725726,101204000,84484013
Pakistan,PAK,1996,,,,24836053,105642000,94447252
Pakistan,PAK,1997,,,,25318661,108132000,94711276
Pakistan,PAK,1998,,,,25957230,111268000,97663211
Pakistan,PAK,1999,,,,27031721,114609000,100384125
Pakistan,PAK,2000,347200,0,0,26350000,117125000,106449343
Pakistan,PAK,2001,,,,24902796,119015000,108282843
Pakistan,PAK,2002,,,,25213354,122897000,114084037
Pakistan,PAK,2003,,,,25761682,129409000,118895141
Pakistan,PAK,2004,,,,26530296,134273000,131601296
Pakistan,PAK,2005,819400,0,0,27077384,138674000,136636087
Pakistan,PAK,2006,,,,27698965,142329000,146074945
Pakistan,PAK,2007,,,,28577877,146915000,158894777
Pakistan,PAK,2008,951600,0,0,28373122,150647000,159070793
Pakistan,PAK,2009,,,,29446652,154356000,158836105
Pakistan,PAK,2010,1036000,0,0,30050222,155232000,161395671
Pakistan,PAK,2011,,,,30350724.22,156784320,161956722
Pakistan,PAK,2012,,,,30651226.439999998,158336640,163496862
Pakistan,PAK,2013,,,,,,164325604
Pakistan,PAK,2014,,,,,,166298450
Palau,PLW,1960,,,,,,14668
Palau,PLW,1961,,,,,,51338
Palau,PLW,1962,,,,,,51338
Palau,PLW,1963,,,,,,55005
Palau,PLW,1964,,,,,,58672
Palau,PLW,1965,,,,,,66006
Palau,PLW,1966,,,,,,66006
Palau,PLW,1967,,,,,,73340
Palau,PLW,1968,,,,,,77007
Palau,PLW,1969,,,,,,132012
Palau,PLW,1970,,,,18.835848,596.744,135679
Palau,PLW,1971,,,,19.115406,622.1940000000001,165015
Palau,PLW,1972,,,,19.421747999999997,648.717,172349
Palau,PLW,1973,,,,19.721394,675.492,176016
Palau,PLW,1974,,,,19.97082,701.3679999999999,194351
Palau,PLW,1975,,,,20.141568,725.491,194351
Palau,PLW,1976,,,,20.211876,735.8059999999999,113677
Palau,PLW,1977,,,,20.208528,743.866,183350
Palau,PLW,1978,,,,20.195135999999998,751.575,110010
Palau,PLW,1979,,,,20.268792,762.01,124678
Palau,PLW,1980,,,,20.493108,777.437,157681
Palau,PLW,1981,,,,20.901564,819.932,157681
Palau,PLW,1982,,,,21.464028,868.482,157681
Palau,PLW,1983,,,,22.118562,921.091,157681
Palau,PLW,1984,,,,22.768074,974.186,157681
Palau,PLW,1985,,,,23.342256,1024.89,161348
Palau,PLW,1986,,,,23.817672,1049.4,161348
Palau,PLW,1987,,,,24.217758,1069.75,161348
Palau,PLW,1988,,,,24.592734,1088.33,183350
Palau,PLW,1989,,,,25.012908,1108.68,227354
Palau,PLW,1990,,,,25.528499999999998,1133.3500000000001,234688
Palau,PLW,1991,,,,25.954192000000003,1151.7900000000002,234688
Palau,PLW,1992,,,,26.449882000000002,1174.26,234688
Palau,PLW,1993,,,,26.989189,1199.0700000000002,234688
Palau,PLW,1994,,,,27.531968,1223.73,234688
Palau,PLW,1995,,,,28.045576,1246.41,234688
Palau,PLW,1996,,,,28.530478000000002,1269.9199999999998,234688
Palau,PLW,1997,,,,28.985434,1291.4699999999998,238355
Palau,PLW,1998,,,,29.384187,1310.56,238355
Palau,PLW,1999,,,,29.698093,1326.87,242022
Palau,PLW,2000,,,,29.9057,1340.17,249356
Palau,PLW,2001,,,,29.392247,1338.6299999999999,253023
Palau,PLW,2002,,,,28.765055,1333.5900000000001,249356
Palau,PLW,2003,,,,28.060921,1326.12,253023
Palau,PLW,2004,,,,27.325663,1317.42,253023
Palau,PLW,2005,,,,26.592017,1308.43,260357.00000000003
Palau,PLW,2006,,,,26.809978,1313.32,264024
Palau,PLW,2007,,,,26.978060000000003,1318.17,260357.00000000003
Palau,PLW,2008,,,,27.146018,1323.78,253023
Palau,PLW,2009,,,,27.330685,1328.8899999999999,245689
Palau,PLW,2010,,,,27.515352,1334.01,253023
Palau,PLW,2011,,,,27.79050552,1347.3501,253023
Palau,PLW,2012,,,,28.06565904,1360.6902,253023
Palau,PLW,2013,,,,,,256690
Palau,PLW,2014,,,,,,260357.00000000003
Palestine,PSE,1997,,,,,,396036
Palestine,PSE,1998,,,,,,601388
Palestine,PSE,1999,,,,,,649059
Palestine,PSE,2000,,,,,,792072
Palestine,PSE,2001,,,,,,1349456
Palestine,PSE,2002,,,,,,1155105
Palestine,PSE,2003,,,,,,1279783
Palestine,PSE,2004,,,,,,1866503
Palestine,PSE,2005,,,,,,2742916
Palestine,PSE,2006,,,,,,2266206
Palestine,PSE,2007,,,,,,2324878
Palestine,PSE,2008,,,,,,2053520
Palestine,PSE,2009,,,,,,2090190
Palestine,PSE,2010,,,,,,2035185
Palestine,PSE,2011,,,,,,2247871
Palestine,PSE,2012,,,,,,2200200
Palestine,PSE,2013,,,,,,2438555
Panama,PAN,1960,,,,,,997424
Panama,PAN,1961,,,,,,1103767
Panama,PAN,1962,,,,,,1191775
Panama,PAN,1963,,,,,,1184441
Panama,PAN,1964,,,,,,1243113
Panama,PAN,1965,,,,,,1529139
Panama,PAN,1966,,,,,,1657484
Panama,PAN,1967,,,,,,1697821
Panama,PAN,1968,,,,,,2020517
Panama,PAN,1969,,,,,,2053520
Panama,PAN,1970,,,,784904.5,2324030,2203867
Panama,PAN,1971,,,,811930.3,2436430,2603570
Panama,PAN,1972,,,,838395,2512800,2801588
Panama,PAN,1973,,,,832126.8,2545980,3241628
Panama,PAN,1974,,,,866357,2611210,3021608
Panama,PAN,1975,,,,879739.7,2654640,3663333
Panama,PAN,1976,,,,871524.7000000001,2688780,3611995
Panama,PAN,1977,,,,883351.2,2674970,3461648
Panama,PAN,1978,,,,895974.3999999999,2663100,2841925
Panama,PAN,1979,,,,953107.4,2714350,3193957
Panama,PAN,1980,,,,919441.4,2651570,3124284
Panama,PAN,1981,,,,931503.5,2697260,3340637
Panama,PAN,1982,,,,989805.2000000001,2752470,3292966
Panama,PAN,1983,,,,944160.8,2737690,3494651
Panama,PAN,1984,,,,950711.1,2722980,2882262
Panama,PAN,1985,,,,958237.9,2707350,2629239
Panama,PAN,1986,,,,1017488.2,2698630,2753917
Panama,PAN,1987,,,,1017590.5,2691250,3201291
Panama,PAN,1988,,,,1025123.4999999999,2728780,2929933
Panama,PAN,1989,,,,997294.8,2746090,2522896
Panama,PAN,1990,0,0,0,1023300.7,2769230,2768585
Panama,PAN,1991,,,,1031131.3,2807380,3245295
Panama,PAN,1992,,,,1090449.8,2846280,4246386
Panama,PAN,1993,,,,1133139.9,2885290,3942025
Panama,PAN,1994,,,,1092536.1,2932550,4338061
Panama,PAN,1995,,,,1085734.7,2936840,2984938
Panama,PAN,1996,,,,1153072.9,2928680,4624087
Panama,PAN,1997,,,,1061015.3,2747060,5647180
Panama,PAN,1998,,,,1234206.1,2937430,5947874
Panama,PAN,1999,,,,1035198.5,2769950,5669182
Panama,PAN,2000,0,0,0,1046451.4999999999,2789360,5790193
Panama,PAN,2001,,,,1155394.8,3145510,7007637
Panama,PAN,2002,,,,1161080.2000000002,3155570,5870867
Panama,PAN,2003,,,,1196755,3147600,6153226
Panama,PAN,2004,,,,1192294.1,3207010,5804861
Panama,PAN,2005,0,0,0,1207171,3224990,6838955
Panama,PAN,2006,,,,1249662.7000000002,3276790,7370670
Panama,PAN,2007,,,,1274664.2,3322560,7198321
Panama,PAN,2008,0,0,0,1374983.3,3373930,7374337
Panama,PAN,2009,,,,1349005.3,3347160,8599115
Panama,PAN,2010,0,0,0,1380337,3311550,9163833
Panama,PAN,2011,,,,1394140.37,3344665.5,10098918
Panama,PAN,2012,,,,1407943.74,3377781,10113586
Panama,PAN,2013,,,,,,10718641
Panama,PAN,2014,,,,,,8800800
Papua New Guinea,PNG,1960,,,,,,179683
Papua New Guinea,PNG,1961,,,,,,201685
Papua New Guinea,PNG,1962,,,,,,198018
Papua New Guinea,PNG,1963,,,,,,256690
Papua New Guinea,PNG,1964,,,,,,267691
Papua New Guinea,PNG,1965,,,,,,304361
Papua New Guinea,PNG,1966,,,,,,341031
Papua New Guinea,PNG,1967,,,,,,436373
Papua New Guinea,PNG,1968,,,,,,502379
Papua New Guinea,PNG,1969,,,,,,557384
Papua New Guinea,PNG,1970,,,,623323.2000000001,947533,693063
Papua New Guinea,PNG,1971,,,,512302.9,834958,825075
Papua New Guinea,PNG,1972,,,,1638691,2177420,1268782
Papua New Guinea,PNG,1973,,,,812860.3,1193110,1345789
Papua New Guinea,PNG,1974,,,,586690.5,939646,1587811
Papua New Guinea,PNG,1975,,,,596945.2999999999,968868,1532806
Papua New Guinea,PNG,1976,,,,980644.7,1436280,1573143
Papua New Guinea,PNG,1977,,,,1874725,2474250,1580477
Papua New Guinea,PNG,1978,,,,917720.9,1332940,1675819
Papua New Guinea,PNG,1979,,,,1429050.4000000001,1940710,1796830
Papua New Guinea,PNG,1980,,,,1461057.9,1961840,1829833
Papua New Guinea,PNG,1981,,,,1234113.1,1918270,1932509
Papua New Guinea,PNG,1982,,,,6315258,7909710,1947177
Papua New Guinea,PNG,1983,,,,2495310.9,3274620,2009516
Papua New Guinea,PNG,1984,,,,1298462.9,1838310,2046186
Papua New Guinea,PNG,1985,,,,1315137.8,1842240,2126860
Papua New Guinea,PNG,1986,,,,2317733.6,3028780,2064521.0000000002
Papua New Guinea,PNG,1987,,,,3956189,4870380,2335879
Papua New Guinea,PNG,1988,,,,1289875.9,1684720,2200200
Papua New Guinea,PNG,1989,,,,1418033,1871220,2035185
Papua New Guinea,PNG,1990,,,,1929108.3,2424400,2141528
Papua New Guinea,PNG,1991,,,,4550118,5481970,2064521.0000000002
Papua New Guinea,PNG,1992,,,,4138407,4905750,2053520
Papua New Guinea,PNG,1993,,,,2210039.6,2604400,1994848
Papua New Guinea,PNG,1994,,,,4090326,4793950,2181865
Papua New Guinea,PNG,1995,,,,1798164.2999999998,2114980,2060853.9999999998
Papua New Guinea,PNG,1996,,,,1676176.2000000002,1839660,2189199
Papua New Guinea,PNG,1997,,,,11698222,13662000,2577901
Papua New Guinea,PNG,1998,,,,1789264.2000000002,2480120,2863927
Papua New Guinea,PNG,1999,,,,1432758,1574100,2445889
Papua New Guinea,PNG,2000,,,,1612787.4,2000910,2665909
Papua New Guinea,PNG,2001,,,,1598790.9,1891230,3208625
Papua New Guinea,PNG,2002,,,,1659036.3,2036850,3487317
Papua New Guinea,PNG,2003,,,,1403481.6,1679550,3945692
Papua New Guinea,PNG,2004,,,,1655207.7999999998,2106860,4488408
Papua New Guinea,PNG,2005,,,,1377633.8,1913680,4385732
Papua New Guinea,PNG,2006,,,,1327692.8,1956890,4308725
Papua New Guinea,PNG,2007,,,,1252288.4,1814820,6120223
Papua New Guinea,PNG,2008,,,,1191078.9,1993820,4796436
Papua New Guinea,PNG,2009,,,,1240920.7,2114870,5093463
Papua New Guinea,PNG,2010,,,,1209883.5,2100850,4763433
Papua New Guinea,PNG,2011,,,,1221982.335,2121858.5,5328151
Papua New Guinea,PNG,2012,,,,1234081.17,2142867,5078795
Papua New Guinea,PNG,2013,,,,,,6186229
Papua New Guinea,PNG,2014,,,,,,6318241
Paraguay,PRY,1960,,,,,,304361
Paraguay,PRY,1961,,,,,,363033
Paraguay,PRY,1962,,,,,,392369
Paraguay,PRY,1963,,,,,,410704
Paraguay,PRY,1964,,,,,,432706
Paraguay,PRY,1965,,,,,,550050
Paraguay,PRY,1966,,,,,,513380
Paraguay,PRY,1967,,,,,,487711
Paraguay,PRY,1968,,,,,,590387
Paraguay,PRY,1969,,,,,,520714.00000000006
Paraguay,PRY,1970,,,,6397780,10145000,744401
Paraguay,PRY,1971,,,,4525845,8333360.000000001,634391
Paraguay,PRY,1972,,,,5540847,9521600,715065
Paraguay,PRY,1973,,,,4765630,8921370,869079
Paraguay,PRY,1974,,,,5195259,9490180,953420
Paraguay,PRY,1975,,,,5932718,10480100,839743
Paraguay,PRY,1976,,,,7034830,12008800,1034094
Paraguay,PRY,1977,,,,5701117,10727900,1158772
Paraguay,PRY,1978,,,,6700557,11734400,1459466
Paraguay,PRY,1979,,,,7051756,11885600,1331121
Paraguay,PRY,1980,,,,7378527,12300900,1492469
Paraguay,PRY,1981,,,,7015083,12325000,1389793
Paraguay,PRY,1982,,,,7445053,13064500,1367791
Paraguay,PRY,1983,,,,7651885,13433600,1415462
Paraguay,PRY,1984,,,,6435290,12350300,1496136
Paraguay,PRY,1985,,,,6994933,13107700,1551141
Paraguay,PRY,1986,,,,7305832,13670200,1664818
Paraguay,PRY,1987,,,,8800931,15214400,1892172
Paraguay,PRY,1988,,,,7876821,14423500,2163530
Paraguay,PRY,1989,,,,8052467,14596000,2244204
Paraguay,PRY,1990,0,0,0,8968982,15500900,2163530
Paraguay,PRY,1991,,,,8115521,14373500,2134194
Paraguay,PRY,1992,,,,8719370,15156500,2530230
Paraguay,PRY,1993,,,,9691220,16648500,2867594
Paraguay,PRY,1994,,,,7722162,14926300,3432312
Paraguay,PRY,1995,,,,8814385,16462200,3964027
Paraguay,PRY,1996,,,,9119890,16733400.000000002,3751341
Paraguay,PRY,1997,,,,9321111,16856400,4195048
Paraguay,PRY,1998,,,,7569456,14961900,4503076
Paraguay,PRY,1999,,,,11762950,18689700,4503076
Paraguay,PRY,2000,0,0,0,7827841,15184300,3689002
Paraguay,PRY,2001,,,,11276033,17946100,3821014
Paraguay,PRY,2002,,,,10158328,16365900,3898021
Paraguay,PRY,2003,,,,9048311,16081400,4070370
Paraguay,PRY,2004,,,,8272815.000000001,15224900,4088705
Paraguay,PRY,2005,0,0,0,9021186,15798500,3832015
Paraguay,PRY,2006,,,,7199905,14562800,3986029
Paraguay,PRY,2007,,,,7469047,14494500,4136376
Paraguay,PRY,2008,0,0,0,7511858,14520000,4451738
Paraguay,PRY,2009,,,,6860951,15033600,4561748
Paraguay,PRY,2010,0,0,0,9179875,15927200,5097130
Paraguay,PRY,2011,,,,9271673.75,16086472,5320817
Paraguay,PRY,2012,,,,9363472.5,16245744,5284147
Paraguay,PRY,2013,,,,,,5434494
Paraguay,PRY,2014,,,,,,5702185
Peru,PER,1960,,,,,,8173743
Peru,PER,1961,,,,,,8643119
Peru,PER,1962,,,,,,9970573
Peru,PER,1963,,,,,,10234597
Peru,PER,1964,,,,,,12266115
Peru,PER,1965,,,,,,11965421
Peru,PER,1966,,,,,,13256205
Peru,PER,1967,,,,,,13655908
Peru,PER,1968,,,,,,14502985
Peru,PER,1969,,,,,,15302391
Peru,PER,1970,,,,5569150,13704300,17784950
Peru,PER,1971,,,,5633661,13315100,18613692
Peru,PER,1972,,,,5502345,12917200,18173652
Peru,PER,1973,,,,5371029,12723400,19757796
Peru,PER,1974,,,,5655888,13083300,21360275
Peru,PER,1975,,,,5558734,13019200,21965330
Peru,PER,1976,,,,5854722,13533700,22442040
Peru,PER,1977,,,,5682331,13181500,23340455
Peru,PER,1978,,,,5704744,13234300,22460375
Peru,PER,1979,,,,5713486,13549500,22273358
Peru,PER,1980,,,,5684625,13166900,24121526
Peru,PER,1981,,,,5817491,13610800,24103191
Peru,PER,1982,,,,5704930,13908200,23670485
Peru,PER,1983,,,,5325614,13635300,20450859
Peru,PER,1984,,,,5228336,13814400,20692881
Peru,PER,1985,,,,5182611,13434800,19512107
Peru,PER,1986,,,,6079193,13441200,21847986
Peru,PER,1987,,,,6420286,14348700,25782677
Peru,PER,1988,,,,6289838,13866900,25107949
Peru,PER,1989,,,,5876298,13843800,21840652
Peru,PER,1990,0,0,0,5609357,13575500,21070582
Peru,PER,1991,,,,5372827,13235500,20293178
Peru,PER,1992,,,,5399797,13392300,20425190
Peru,PER,1993,,,,5781128,13729000,23615480
Peru,PER,1994,,,,5825427,13807500,23289117
Peru,PER,1995,,,,6362254,14553400,23883171
Peru,PER,1996,,,,6427261,14838100,24389217
Peru,PER,1997,,,,6492051,14946700,27476831
Peru,PER,1998,,,,6892261,15717500,27806861
Peru,PER,1999,,,,6715871,15528800,29358002
Peru,PER,2000,0,0,103100,7688744,16352600,30296754
Peru,PER,2001,,,,6648570,15281700,27165136
Peru,PER,2002,,,,6801586,15422800,27187138
Peru,PER,2003,,,,7525281,15854500,26380398
Peru,PER,2004,,,,7327532,15691700,31895566
Peru,PER,2005,0,0,327600,7507456,16676300,37135709
Peru,PER,2006,,,,7305553,16722000,34876837
Peru,PER,2007,,,,7338413,17268900,42955238
Peru,PER,2008,0,0,452000,7361229,17283500,41015395
Peru,PER,2009,,,,8126991,17913200,51704700
Peru,PER,2010,0,0,539000,8312184.999999999,18942600,57593902
Peru,PER,2011,,,,8395306.850000001,19132026,49632845
Peru,PER,2012,,,,8478428.700000001,19321452,55071006
Peru,PER,2013,,,,,,57153862
Peru,PER,2014,,,,,,61744946
Philippines,PHL,1960,,,,,,8335091
Philippines,PHL,1961,,,,,,8723793
Philippines,PHL,1962,,,,,,10348274
Philippines,PHL,1963,,,,,,11485044
Philippines,PHL,1964,,,,,,12838167
Philippines,PHL,1965,,,,,,13982271
Philippines,PHL,1966,,,,,,16123799
Philippines,PHL,1967,,,,,,18232324
Philippines,PHL,1968,,,,,,22251356
Philippines,PHL,1969,,,,,,22860078
Philippines,PHL,1970,,,,6895485,43210700,24781586
Philippines,PHL,1971,,,,6968614,44286600,27586841
Philippines,PHL,1972,,,,7128264,43447500,26442737
Philippines,PHL,1973,,,,7942572,46960500,31543534
Philippines,PHL,1974,,,,7493196,46152300,30531442
Philippines,PHL,1975,,,,6848272,45269200,32526290
Philippines,PHL,1976,,,,6661249,43847600,35129860
Philippines,PHL,1977,,,,7087375,43652700,36754341
Philippines,PHL,1978,,,,7598813,43625100,37476740
Philippines,PHL,1979,,,,7651947,43939900,38136800
Philippines,PHL,1980,,,,7733694,42792400,37000030
Philippines,PHL,1981,,,,7743521,42439600,34664151
Philippines,PHL,1982,,,,8056125,41106700,34997848
Philippines,PHL,1983,,,,8518614,40859100,35415886
Philippines,PHL,1984,,,,7711777,41007600,30993484
Philippines,PHL,1985,,,,7855090,41972500,28048883
Philippines,PHL,1986,,,,8678574,42099900,29207655
Philippines,PHL,1987,,,,9202536,41024700,32683971
Philippines,PHL,1988,,,,9350375,41882300,37729763
Philippines,PHL,1989,,,,9482125,42534600,39141558
Philippines,PHL,1990,161900,0,0,9882366,41547700,41763463
Philippines,PHL,1991,,,,9212766,42009800,43930660
Philippines,PHL,1992,,,,10058415,41318900,48752765
Philippines,PHL,1993,,,,10536745,41601700,49482498
Philippines,PHL,1994,,,,10287319,43687900,54799648
Philippines,PHL,1995,,,,10852542,44796200,60710852
Philippines,PHL,1996,,,,12056148,47850000,62162984
Philippines,PHL,1997,,,,12788120,47845500,71158135
Philippines,PHL,1998,,,,12258206,44694800,69240294
Philippines,PHL,1999,,,,12418414,49218100,69159620
Philippines,PHL,2000,221400,0,0,12364970,49911200,73306997
Philippines,PHL,2001,,,,12400031,50934000,71051792
Philippines,PHL,2002,,,,11884873,50168100,71337818
Philippines,PHL,2003,,,,12038974,50882100,71425826
Philippines,PHL,2004,,,,12317757,52140700,74066066
Philippines,PHL,2005,365300,0,0,12323430,53173100,74832469
Philippines,PHL,2006,,,,12342557,54013300,67692820
Philippines,PHL,2007,,,,12566594,55297100,72170227
Philippines,PHL,2008,421700,0,0,12639413,56378000,78858835
Philippines,PHL,2009,,,,12665639,57219300,77568051
Philippines,PHL,2010,459000,0,0,12511786,56048800,84869048
Philippines,PHL,2011,,,,12636903.860000001,56609288,85496105
Philippines,PHL,2012,,,,12762021.72,57169776,91205624
Philippines,PHL,2013,,,,,,98128920
Philippines,PHL,2014,,,,,,105653604
Poland,POL,1960,,,,,,199767159
Poland,POL,1961,,,,,,207434856
Poland,POL,1962,,,,,,216815042
Poland,POL,1963,,,,,,231219018
Poland,POL,1964,,,,,,243114766
Poland,POL,1965,,,,,,247221806
Poland,POL,1966,,,,,,252678302
Poland,POL,1967,,,,,,259282569
Poland,POL,1968,,,,,,276073762
Poland,POL,1969,,,,,,293653360
Poland,POL,1970,,,,35857700,97173700,304441674
Poland,POL,1971,,,,37691040,100067000,313246141
Poland,POL,1972,,,,38576710,103876000,329952993
Poland,POL,1973,,,,43345130,108347000,336128221
Poland,POL,1974,,,,45306190,112772000,346876198
Poland,POL,1975,,,,46495350,117301000,375559472
Poland,POL,1976,,,,45570620,120392000,399035606
Poland,POL,1977,,,,45052300,123078000,419024423
Poland,POL,1978,,,,45157700,126669000,432056941
Poland,POL,1979,,,,43692330,129653000,442489556
Poland,POL,1980,,,,42734120,125085000,464575897
Poland,POL,1981,,,,39221510,110241000,410062275
Poland,POL,1982,,,,38505410,121635000,422211046
Poland,POL,1983,,,,38738530,134691000,422339391
Poland,POL,1984,,,,37945550,135352000,433894108
Poland,POL,1985,,,,36851870,136745000,445899866
Poland,POL,1986,,,,37214880,134604000,453369545
Poland,POL,1987,,,,36149100,135279000,465353301
Poland,POL,1988,,,,36435540,132770000,445976873
Poland,POL,1989,,,,35743000,125314000,423787856
Poland,POL,1990,104300,427800,100,29250980,107611000,368423490
Poland,POL,1991,,,,25767076,102690000,361643207
Poland,POL,1992,,,,25454162,99806200,354745580
Poland,POL,1993,,,,26078843,87012900,353253111
Poland,POL,1994,,,,28494332,87580500,333972025
Poland,POL,1995,,,,29461284,85033200,344213956
Poland,POL,1996,,,,29385365,79021200,355754005
Poland,POL,1997,,,,30487012,78270200,349523772
Poland,POL,1998,,,,28967671,70049200,325431582
Poland,POL,1999,,,,28703303,67079700,315721366
Poland,POL,2000,189800,519299.99999999994,667200,29754141,72793500,299289539
Poland,POL,2001,,,,27332731,72471300,301284387
Poland,POL,2002,,,,26503078,71689000,294834134
Poland,POL,2003,,,,28790754,71581500,302252475
Poland,POL,2004,,,,28708201,69934900,304416005
Poland,POL,2005,218500,592700,1736700,28909732,70600300,302538501
Poland,POL,2006,,,,28258949,69934200,318940992
Poland,POL,2007,,,,28269551,66911500,314272901
Poland,POL,2008,251700,620100,2378000,28013429,65405200,314848620
Poland,POL,2009,,,,25799316,65319700,297617387
Poland,POL,2010,273000,273000,2036000,26835677,65475100,316264082
Poland,POL,2011,,,,26778658.3987671,65195430.7357196,316997482
Poland,POL,2012,,,,26721639.7975342,65071201.47143909,299931264
Poland,POL,2013,,,,,,302278144
Poland,POL,2014,,,,,,285739974
Portugal,PRT,1960,,,,,,8225081
Portugal,PRT,1961,,,,,,9090493
Portugal,PRT,1962,,,,,,9303179
Portugal,PRT,1963,,,,,,10025578
Portugal,PRT,1964,,,,,,11023002
Portugal,PRT,1965,,,,,,11598721
Portugal,PRT,1966,,,,,,11851744
Portugal,PRT,1967,,,,,,12409128
Portugal,PRT,1968,,,,,,13010516
Portugal,PRT,1969,,,,,,14612995
Portugal,PRT,1970,,,,4495651,6730670,15258387
Portugal,PRT,1971,,,,4416105,6670580,16406158
