Entity,Code,Year,SF₆ gases (tonnes),PFC gases (tonnes),HFC gases (tonnes),Nitrous oxide (N₂O) (tonnes),Methane (CH₄) (tonnes),Carbon Dioxide (CO₂) (tonnes)
Afghanistan,AFG,1960,,,,,,414371
Afghanistan,AFG,1961,,,,,,491378
Afghanistan,AFG,1962,,,,,,689396
Afghanistan,AFG,1963,,,,,,707731
Afghanistan,AFG,1964,,,,,,839743
Afghanistan,AFG,1965,,,,,,1008425
Afghanistan,AFG,1966,,,,,,1092766
Afghanistan,AFG,1967,,,,,,1283450
Afghanistan,AFG,1968,,,,,,1224778
Afghanistan,AFG,1969,,,,,,942419
Afghanistan,AFG,1970,,,,3042256.3,10202000,1672152
Afghanistan,AFG,1971,,,,3006138.1999999997,10201500,1895839
Afghanistan,AFG,1972,,,,2530158,9170590,1532806
Afghanistan,AFG,1973,,,,2674404.1,9403540,1639149
Afghanistan,AFG,1974,,,,2937318.2,9987930,1917841
Afghanistan,AFG,1975,,,,3153723,10476600,2126860
Afghanistan,AFG,1976,,,,3265633,10535600,1987514
Afghanistan,AFG,1977,,,,3268981,10455900,2390884
Afghanistan,AFG,1978,,,,3272918,10380100,2159863
Afghanistan,AFG,1979,,,,3214545,10176200,2240537
Afghanistan,AFG,1980,,,,3275026,10376600,1760160
Afghanistan,AFG,1981,,,,3256705,10304800,1983847
Afghanistan,AFG,1982,,,,3327323,10259800,2101191
Afghanistan,AFG,1983,,,,3188660,9858040,2522896
Afghanistan,AFG,1984,,,,3062152.0999999996,9054650,2830924
Afghanistan,AFG,1985,,,,2862536.9,8308709.999999999,3509319
Afghanistan,AFG,1986,,,,2516902.4,7415090,3142619
Afghanistan,AFG,1987,,,,2677107.3000000003,7485190,3124284
Afghanistan,AFG,1988,,,,2772044.8000000003,7920270,2867594
Afghanistan,AFG,1989,,,,2771307,7465040,2775919
Afghanistan,AFG,1990,,,,2748196.5,7627580,2614571
Afghanistan,AFG,1991,,,,2755893.8,7702080,2438555
Afghanistan,AFG,1992,,,,2719013.1,7385530,1393460
Afghanistan,AFG,1993,,,,2766650.8,7474890,1345789
Afghanistan,AFG,1994,,,,2594427.2,7666930,1294451
Afghanistan,AFG,1995,,,,2735142.4000000004,7885840,1243113
Afghanistan,AFG,1996,,,,2948806.8,8611680,1177107
Afghanistan,AFG,1997,,,,3177996,9213600,1096433
Afghanistan,AFG,1998,,,,3332996,9700170,1041428.0000000001
Afghanistan,AFG,1999,,,,3600557,10305900,821408
Afghanistan,AFG,2000,,,,3316566,9384180,773737
Afghanistan,AFG,2001,,,,3058894,8666500,817741
Afghanistan,AFG,2002,,,,3374660,9929430,1070764
Afghanistan,AFG,2003,,,,3337088,10350600,1195442
Afghanistan,AFG,2004,,,,3352371,10521400,949753
Afghanistan,AFG,2005,,,,3411736,10698700,1327454
Afghanistan,AFG,2006,,,,3426120,10869900,1650150
Afghanistan,AFG,2007,,,,3470357,11049700,2273540
Afghanistan,AFG,2008,,,,3497234,11224400,4206049
Afghanistan,AFG,2009,,,,3341149,11497300,6769282
Afghanistan,AFG,2010,,,,3356556,13493300,8463436
Afghanistan,AFG,2011,,,,3390121.56,13628233,12240446
Afghanistan,AFG,2012,,,,3423687.12,13763166,10755311
Afghanistan,AFG,2013,,,,,,10014577
Afghanistan,AFG,2014,,,,,,9809225
Albania,ALB,1960,,,,,,2024184
Albania,ALB,1961,,,,,,2280874
Albania,ALB,1962,,,,,,2464224
Albania,ALB,1963,,,,,,2082856.0000000002
Albania,ALB,1964,,,,,,2016850
Albania,ALB,1965,,,,,,2174531
Albania,ALB,1966,,,,,,2552232
Albania,ALB,1967,,,,,,2680577
Albania,ALB,1968,,,,,,3072946
Albania,ALB,1969,,,,,,3245295
Albania,ALB,1970,,,,741898.2,1763640,3744007
Albania,ALB,1971,,,,756031.1000000001,1717470,4352729
Albania,ALB,1972,,,,756806.1,1737080,5643513
Albania,ALB,1973,,,,803647.1,1794070,5291481
Albania,ALB,1974,,,,819494.2999999999,1815360,4345395
Albania,ALB,1975,,,,818462,1864830,4594751
Albania,ALB,1976,,,,925238.3999999999,1943170,4950450
Albania,ALB,1977,,,,1007155.9,2002100,5720520
Albania,ALB,1978,,,,1207766.2,2113280,6494257
Albania,ALB,1979,,,,1229903.3,2182000,7587023
Albania,ALB,1980,,,,1239944.2,2228410,5170470
Albania,ALB,1981,,,,1287817.5,2235500,7341334
Albania,ALB,1982,,,,1254666.0999999999,2245350,7308331
Albania,ALB,1983,,,,1481108.7,2306810,7631027
Albania,ALB,1984,,,,1463587.5,2327290,7825378
Albania,ALB,1985,,,,1467698.1,2288990,7880383
Albania,ALB,1986,,,,1542715,2368580,8056399
Albania,ALB,1987,,,,1487758.2,2496970,7444010
Albania,ALB,1988,,,,1544596.7,2606350,7326666
Albania,ALB,1989,,,,1694611.9000000001,2648330,8984150
Albania,ALB,1990,0,0,0,1560115.3,2546960,5515168
Albania,ALB,1991,,,,1006294.1,2397490,4286723
Albania,ALB,1992,,,,1012363.8999999999,2268970,2515562
Albania,ALB,1993,,,,933592.9,2344400,2335879
Albania,ALB,1994,,,,1069571.3,2783960,1925175
Albania,ALB,1995,,,,982306.2999999999,2768730,2086523.0000000002
Albania,ALB,1996,,,,900894.1,2618410,2016850
Albania,ALB,1997,,,,848842,2458460,1543807
Albania,ALB,1998,,,,930325.5,2371490,1752826
Albania,ALB,1999,,,,925842.9,2356870,2984938
Albania,ALB,2000,0,0,15500,1263426.7,2608800,3021608
Albania,ALB,2001,,,,927005.4,2345230,3223293
Albania,ALB,2002,,,,989203.8,2333220,3751341
Albania,ALB,2003,,,,954862,2473190,4294057
Albania,ALB,2004,,,,1029159.7,2470020,4165712.0000000005
Albania,ALB,2005,0,0,61800,1026211.6000000001,2477050,4253720
Albania,ALB,2006,,,,1075749.6,2485280,3898021
Albania,ALB,2007,,,,1070383.5,2505740,3927357
Albania,ALB,2008,0,0,86900,1109747.3,2516630,4374731
Albania,ALB,2009,,,,1139560,2475200,4378398
Albania,ALB,2010,0,0,105000,1123573.3,2592370,4598418
Albania,ALB,2011,,,,1134809.033,2618293.7,5240143
Albania,ALB,2012,,,,1146044.766,2644217.4,4910113
Albania,ALB,2013,,,,,,5064127
Albania,ALB,2014,,,,,,5716853
Algeria,DZA,1960,,,,,,6160560
Algeria,DZA,1961,,,,,,6065218
Algeria,DZA,1962,,,,,,5669182
Algeria,DZA,1963,,,,,,5427160
Algeria,DZA,1964,,,,,,5650847
Algeria,DZA,1965,,,,,,6596933
Algeria,DZA,1966,,,,,,8430433
Algeria,DZA,1967,,,,,,8441434
Algeria,DZA,1968,,,,,,9061157
Algeria,DZA,1969,,,,,,11276025
Algeria,DZA,1970,,,,2363424.5,12857300,15075037
Algeria,DZA,1971,,,,2715671.3,14377500,18668697
Algeria,DZA,1972,,,,2773656.8000000003,19904800,28349577
Algeria,DZA,1973,,,,2600980.6,24846100,38312816
Algeria,DZA,1974,,,,2351377.9,21588900,31906567
Algeria,DZA,1975,,,,2770234.4,19911900,32031245
Algeria,DZA,1976,,,,2907331.9,24080300,39170894
Algeria,DZA,1977,,,,3120367,25792700,41891808
Algeria,DZA,1978,,,,2826018.9,27812300,62529684
Algeria,DZA,1979,,,,3090731,27825700,45621147
Algeria,DZA,1980,,,,3423795,26045500,66519380.00000001
Algeria,DZA,1981,,,,3127621,23623700,46438888
Algeria,DZA,1982,,,,3603998,23034400,39269903
Algeria,DZA,1983,,,,3735376,25512000,52625117
Algeria,DZA,1984,,,,3938612,27222800,71103130
Algeria,DZA,1985,,,,4002472,31516300,72786283
Algeria,DZA,1986,,,,4097145.9999999995,31152200,76277267
Algeria,DZA,1987,,,,4340155,31458000,84120980
Algeria,DZA,1988,,,,4090016,31566200,83948631
Algeria,DZA,1989,,,,4087629,33252300.000000004,80046943
Algeria,DZA,1990,326000,0,0,4256176,32299400,76970330
Algeria,DZA,1991,,,,4153876,33404800.000000004,79049519
Algeria,DZA,1992,,,,4297902,37487300,80138618
Algeria,DZA,1993,,,,4413439,37397000,82210473
Algeria,DZA,1994,,,,4104957.9999999995,36376500,86416522
Algeria,DZA,1995,,,,3636579,39603000,95294329
Algeria,DZA,1996,,,,3515989,40620600,97098493
Algeria,DZA,1997,,,,3729393,41836600,87340606
Algeria,DZA,1998,,,,4165036,42815600,106999393
Algeria,DZA,1999,,,,4472432,45719100,92045367
Algeria,DZA,2000,311400,0,60500,4602787,45052600,87861320
Algeria,DZA,2001,,,,4705614,42262700,84219989
Algeria,DZA,2002,,,,4681868,42247100,89907506
Algeria,DZA,2003,,,,4740613,45121900,91575991
Algeria,DZA,2004,,,,4844308,44789900,88510379
Algeria,DZA,2005,320600,0,166800,4876858,46737300,107278085
Algeria,DZA,2006,,,,4472525,47475300,101069854
Algeria,DZA,2007,,,,5561245,46547400,109404945
Algeria,DZA,2008,383700,0,230200,5639117,47436800,110208018
Algeria,DZA,2009,,,,6144200,47045800,121399702
Algeria,DZA,2010,426000,0,275000,6256885,47575500,119177500
Algeria,DZA,2011,,,,6319453.85,48051255,121187016
Algeria,DZA,2012,,,,6382022.7,48527010,129987816
Algeria,DZA,2013,,,,,,134465223
Algeria,DZA,2014,,,,,,145400217
American Samoa,ASM,1970,,,,769.1782000000001,6121.16,
American Samoa,ASM,1971,,,,755.3057,6165,
American Samoa,ASM,1972,,,,750.6650000000001,6235.0199999999995,
American Samoa,ASM,1973,,,,758.4893999999999,6329.360000000001,
American Samoa,ASM,1974,,,,754.9647,6453.78,
American Samoa,ASM,1975,,,,816.013,6576.08,
American Samoa,ASM,1976,,,,822.0022,6675.45,
American Samoa,ASM,1977,,,,855.9131,6832.19,
American Samoa,ASM,1978,,,,838.2524,6868.5,
American Samoa,ASM,1979,,,,889.4364999999999,6892.15,
American Samoa,ASM,1980,,,,1083.3787,6967.29,
American Samoa,ASM,1981,,,,1725.3081,7095.75,
American Samoa,ASM,1982,,,,833.0971000000001,7352.14,
American Samoa,ASM,1983,,,,879.7676,7627.570000000001,
American Samoa,ASM,1984,,,,916.7072000000001,7916.71,
American Samoa,ASM,1985,,,,943.3888999999999,8178.219999999999,
American Samoa,ASM,1986,,,,975.6599,8434.84,
American Samoa,ASM,1987,,,,1002.4842000000001,8732.58,
American Samoa,ASM,1988,,,,1026.2674,9012.380000000001,
American Samoa,ASM,1989,,,,1087.4149,9352.52,
American Samoa,ASM,1990,,,,907.6583,8841.12,
American Samoa,ASM,1991,,,,913.7157,9116.89,
American Samoa,ASM,1992,,,,929.6745,9359.970000000001,
American Samoa,ASM,1993,,,,931.2802999999999,9581.11,
American Samoa,ASM,1994,,,,941.9877,9778.34,
American Samoa,ASM,1995,,,,959.8344,9958.21,
American Samoa,ASM,1996,,,,962.178,10119.9,
American Samoa,ASM,1997,,,,973.1334,10261.8,
American Samoa,ASM,1998,,,,981.3422,10368.6,
American Samoa,ASM,1999,,,,6954.478,10472.300000000001,
American Samoa,ASM,2000,,,,20870.533,10569.2,
American Samoa,ASM,2001,,,,23216.303,10693.4,
American Samoa,ASM,2002,,,,23219.31,10814.7,
American Samoa,ASM,2003,,,,23221.139,10926.1,
American Samoa,ASM,2004,,,,23216.985,11062.300000000001,
American Samoa,ASM,2005,,,,23216.179,11216,
American Samoa,ASM,2006,,,,23217.14,11383.1,
American Samoa,ASM,2007,,,,23218.783,11663,
American Samoa,ASM,2008,,,,23220.023,12032.3,
American Samoa,ASM,2009,,,,23221.418,12411.199999999999,
American Samoa,ASM,2010,,,,23223.649999999998,12858,
American Samoa,ASM,2011,,,,23455.886499999997,12986.58,
American Samoa,ASM,2012,,,,23688.123,13115.16,
Andorra,AND,1970,,,,23.777,,
Andorra,AND,1971,,,,23.372791,,
Andorra,AND,1972,,,,22.968582,,
Andorra,AND,1973,,,,22.564373,,
Andorra,AND,1974,,,,22.160163999999998,,
Andorra,AND,1975,,,,21.755955,,
Andorra,AND,1976,,,,21.351746000000002,,
Andorra,AND,1977,,,,20.947536999999997,,
Andorra,AND,1978,,,,20.543328,,
Andorra,AND,1979,,,,20.139119,,
Andorra,AND,1980,,,,19.734910000000003,,
Andorra,AND,1981,,,,19.330700999999998,,
Andorra,AND,1982,,,,18.926492,,
Andorra,AND,1983,,,,18.522283,,
Andorra,AND,1984,,,,18.118074,,
Andorra,AND,1985,,,,17.713865,,
Andorra,AND,1986,,,,17.309656,,
Andorra,AND,1987,,,,16.905447,,
Andorra,AND,1988,,,,16.501238,,
Andorra,AND,1989,,,,16.097029,,
Andorra,AND,1990,,,,15.69282,,407037
Andorra,AND,1991,,,,15.69282,,407037
Andorra,AND,1992,,,,15.69282,,407037
Andorra,AND,1993,,,,15.69282,,410704
Andorra,AND,1994,,,,15.69282,,407037
Andorra,AND,1995,,,,15.69282,,425372
Andorra,AND,1996,,,,15.69282,,454708
Andorra,AND,1997,,,,15.69282,,465709
Andorra,AND,1998,,,,15.69282,,491378
Andorra,AND,1999,,,,15.69282,,513380
Andorra,AND,2000,,,,15.69282,,524381
Andorra,AND,2001,,,,15.69282,,524381
Andorra,AND,2002,,,,15.69282,,531715
Andorra,AND,2003,,,,15.69282,,535382
Andorra,AND,2004,,,,15.69282,,561051
Andorra,AND,2005,,,,15.69282,,575719
Andorra,AND,2006,,,,15.69282,,546383
Andorra,AND,2007,,,,15.69282,,539049
Andorra,AND,2008,,,,15.69282,,539049
Andorra,AND,2009,,,,15.69282,,517047
Andorra,AND,2010,,,,15.69282,,517047
Andorra,AND,2011,,,,15.69282,,491378
Andorra,AND,2012,,,,15.69282,,487711
Andorra,AND,2013,,,,,,476710
Andorra,AND,2014,,,,,,462042
Angola,AGO,1960,,,,,,550050
Angola,AGO,1961,,,,,,454708
Angola,AGO,1962,,,,,,1180774
Angola,AGO,1963,,,,,,1151438
Angola,AGO,1964,,,,,,1224778
Angola,AGO,1965,,,,,,1188108
Angola,AGO,1966,,,,,,1554808
Angola,AGO,1967,,,,,,993757
Angola,AGO,1968,,,,,,1672152
Angola,AGO,1969,,,,,,2786920
Angola,AGO,1970,,,,28392652,23376600,3582659
Angola,AGO,1971,,,,15844224,14500000,3410310
Angola,AGO,1972,,,,16758848.000000002,15590000,4506743
Angola,AGO,1973,,,,17638938,16651700,4880777
Angola,AGO,1974,,,,14997738,15008300,4873443
Angola,AGO,1975,,,,17645913,17061400,4415068
Angola,AGO,1976,,,,14751908,15036700,3285632
Angola,AGO,1977,,,,16804108,17437000,3534988
Angola,AGO,1978,,,,17304324,18279200,5412492
Angola,AGO,1979,,,,23134711,22903700,5504167
Angola,AGO,1980,,,,17712687,19634200,5346486
Angola,AGO,1981,,,,14191366,17404800,5280480
Angola,AGO,1982,,,,16174529,19170300,4649756
Angola,AGO,1983,,,,15584475,19184300,5115465
Angola,AGO,1984,,,,10110247,15733000,5009122
Angola,AGO,1985,,,,9936771,16094500,4701094
Angola,AGO,1986,,,,9368448,15881200,4660757
Angola,AGO,1987,,,,15491723,20493000,5815862
Angola,AGO,1988,,,,8688463,15798000,5130133
Angola,AGO,1989,,,,10695651,17298500,5009122
Angola,AGO,1990,0,0,0,17723258,22056400,5115465
Angola,AGO,1991,,,,13369556,19167400,5089796
Angola,AGO,1992,,,,25484356,28287500,5196139
Angola,AGO,1993,,,,10787504,17547500,5775525
Angola,AGO,1994,,,,14052827,19810000,3890687
Angola,AGO,1995,,,,14652460,21420500,10975331
Angola,AGO,1996,,,,11602215,20902900,10458284
Angola,AGO,1997,,,,2731974.2,15071000,7381671
Angola,AGO,1998,,,,2858606.1,16087000,7308331
Angola,AGO,1999,,,,2824695.2,16092000,9156499
Angola,AGO,2000,0,0,700,2996277.0999999996,15758300,9541534
Angola,AGO,2001,,,,3065841.1,15496900,9732218
Angola,AGO,2002,,,,3152700,15694800,12665818
Angola,AGO,2003,,,,3232060,15589800,9064824
Angola,AGO,2004,,,,3063060.4,15809000,18793375
Angola,AGO,2005,0,0,19300,3047591.4,16358600,19156408
Angola,AGO,2006,,,,3409907,16603700,22266024
Angola,AGO,2007,,,,3150716,16551000,25151953
Angola,AGO,2008,0,0,26500,3283396,17292600,25709337
Angola,AGO,2009,,,,3478789,17997900,27792193
Angola,AGO,2010,0,0,31000,3569867,18602400,29057308
Angola,AGO,2011,,,,3605565.67,18788424,30340758
Angola,AGO,2012,,,,3641264.3400000003,18974448,33399036
Angola,AGO,2013,,,,,,32617965
Angola,AGO,2014,,,,,,34763160
Antigua and Barbuda,ATG,1960,,,,,,36670
Antigua and Barbuda,ATG,1961,,,,,,47671
Antigua and Barbuda,ATG,1962,,,,,,102676
Antigua and Barbuda,ATG,1963,,,,,,84341
Antigua and Barbuda,ATG,1964,,,,,,91675
Antigua and Barbuda,ATG,1965,,,,,,150347
Antigua and Barbuda,ATG,1966,,,,,,348365
Antigua and Barbuda,ATG,1967,,,,,,564718
Antigua and Barbuda,ATG,1968,,,,,,990090
Antigua and Barbuda,ATG,1969,,,,,,1257781
Antigua and Barbuda,ATG,1970,,,,10219.987,24314.800000000003,462042
Antigua and Barbuda,ATG,1971,,,,11176.864,26424.9,425372
Antigua and Barbuda,ATG,1972,,,,11147.259,26207,374034
Antigua and Barbuda,ATG,1973,,,,11485.748,26476,330030
Antigua and Barbuda,ATG,1974,,,,11085.569,25500.3,429039
Antigua and Barbuda,ATG,1975,,,,11481.128999999999,25434.3,707731
Antigua and Barbuda,ATG,1976,,,,11943.742,25008.9,403370
Antigua and Barbuda,ATG,1977,,,,12307.961000000001,26164.100000000002,465709
Antigua and Barbuda,ATG,1978,,,,13743.168000000001,27767.399999999998,491378
Antigua and Barbuda,ATG,1979,,,,14790.224,31496.4,407037
Antigua and Barbuda,ATG,1980,,,,16930.091999999997,34407.3,143013
Antigua and Barbuda,ATG,1981,,,,16115.784000000001,34181.2,106343
Antigua and Barbuda,ATG,1982,,,,18527.925,36722.299999999996,293360
Antigua and Barbuda,ATG,1983,,,,16178.652,35684.2,84341
Antigua and Barbuda,ATG,1984,,,,17525.509,35891.399999999994,146680
Antigua and Barbuda,ATG,1985,,,,17875.685,37373.7,249356
Antigua and Barbuda,ATG,1986,,,,16499.099000000002,37302.700000000004,249356
Antigua and Barbuda,ATG,1987,,,,16511.065,37490.200000000004,275025
Antigua and Barbuda,ATG,1988,,,,18168.697,37761.7,286026
Antigua and Barbuda,ATG,1989,,,,16740.961,35407.4,286026
Antigua and Barbuda,ATG,1990,,,,16735.66,35510.8,282359
Antigua and Barbuda,ATG,1991,,,,16938.462,35763.5,267691
Antigua and Barbuda,ATG,1992,,,,17209.805,36006.9,264024
Antigua and Barbuda,ATG,1993,,,,17034.5,36470.700000000004,271358
Antigua and Barbuda,ATG,1994,,,,17768.456000000002,37090.200000000004,267691
Antigua and Barbuda,ATG,1995,,,,18330.61,37486.5,275025
Antigua and Barbuda,ATG,1996,,,,18908.574,37130.1,293360
Antigua and Barbuda,ATG,1997,,,,19593.952999999998,36980.1,308028
Antigua and Barbuda,ATG,1998,,,,21529.779000000002,36752.899999999994,319029
Antigua and Barbuda,ATG,1999,,,,22017.998,36688.8,330030
Antigua and Barbuda,ATG,2000,,,,21386.558999999997,36676.7,344698
Antigua and Barbuda,ATG,2001,,,,21626.189,37488,348365
Antigua and Barbuda,ATG,2002,,,,21838.942,38069.1,370367
Antigua and Barbuda,ATG,2003,,,,22475.558,38617.4,403370
Antigua and Barbuda,ATG,2004,,,,23351.494,39402,421705
Antigua and Barbuda,ATG,2005,,,,23327.717,39639.899999999994,429039
Antigua and Barbuda,ATG,2006,,,,23575.314,40191.4,443707
Antigua and Barbuda,ATG,2007,,,,23954.878,40713,469376
Antigua and Barbuda,ATG,2008,,,,24396.69,41340.7,480377
Antigua and Barbuda,ATG,2009,,,,24852.823999999997,41885.2,509713
Antigua and Barbuda,ATG,2010,,,,25354.28,42424.9,524381
Antigua and Barbuda,ATG,2011,,,,25607.8228,42849.149,513380
Antigua and Barbuda,ATG,2012,,,,25861.365599999997,43273.398,524381
Antigua and Barbuda,ATG,2013,,,,,,524381
Antigua and Barbuda,ATG,2014,,,,,,531715
Arab World,,1960,,,,,,59535396.5668244
Arab World,,1961,,,,,,65119821.1677554
Arab World,,1962,,,,,,74322013.6113395
Arab World,,1963,,,,,,87853786.23172949
Arab World,,1964,,,,,,103146744.00878601
Arab World,,1965,,,,,,123768755.322085
Arab World,,1966,,,,,,139012387.59512398
Arab World,,1967,,,,,,149659083.348761
Arab World,,1968,,,,,,178719206.389615
Arab World,,1969,,,,,,213029302.422699
Arab World,,1970,,,,53859364.225999996,220969231,220469515.71986502
Arab World,,1971,,,,54223315.169,229758136,250795355.51985198
Arab World,,1972,,,,55425760.839,242967361,272741783.499954
Arab World,,1973,,,,57593559.653,270507397,318446999.109467
Arab World,,1974,,,,52106468.140999995,258537154,310771986.18162096
Arab World,,1975,,,,55904235.299,254533196,307638878.609738
Arab World,,1976,,,,57842976.105000004,285842253,373316737.80394995
Arab World,,1977,,,,63031683.1,287198892,395094403.549501
Arab World,,1978,,,,60426436.9,284707252,425706405.39937896
Arab World,,1979,,,,65268320.39,288841228,455940526.593631
Arab World,,1980,,,,77900418.94,285216878,508535643.86590403
Arab World,,1981,,,,74347202.97,244921337,497257924.10481596
Arab World,,1982,,,,82507255.16,233559891,476720293.90879303
Arab World,,1983,,,,81393397.88000001,225065998,508407237.817876
Arab World,,1984,,,,82006790.54,218171565,554637083.8521899
Arab World,,1985,,,,80549901.83,217994287,586804633.2553209
Arab World,,1986,,,,82842422.82000001,227845969,648157043.0031049
Arab World,,1987,,,,85197964.02,230602062,649426428.506467
Arab World,,1988,,,,85476842.19,237653028,688300442.36089
Arab World,,1989,,,,88559347.96,249031136,699383718.677822
Arab World,,1990,,,,96302951.42,251115979,671736062.165277
Arab World,,1991,,,,87142830.86,242115094,740323235.533382
Arab World,,1992,,,,97856160.85,258960248,795658904.744996
Arab World,,1993,,,,100016826.44,265432044.99999997,877890137.902134
Arab World,,1994,,,,101413840.2,273682587,901869050.185308
Arab World,,1995,,,,107105153.14,284590375,866641768.09488
Arab World,,1996,,,,104679918.98,292685001,862033825.3427889
Arab World,,1997,,,,105426969.69,305629756,833006721
Arab World,,1998,,,,106313140.03,312192254,906420061
Arab World,,1999,,,,110649903.32,324941756,919932956
Arab World,,2000,,,,109651986.66,338834635,1045762394
Arab World,,2001,,,,106760392.53,338279927,1040650596
Arab World,,2002,,,,110307913.49000001,346077394,1062153884.0000001
Arab World,,2003,,,,107604265.53999999,360946249,1143168915
Arab World,,2004,,,,110461417.74000001,372186321,1252559192
Arab World,,2005,,,,116129850.51,390212534,1318345172
Arab World,,2006,,,,138022225.66,416619453,1381941953
Arab World,,2007,,,,194049221.61,458840654,1359855612
Arab World,,2008,,,,162242698.64,448371814,1491970288
Arab World,,2009,,,,162169814.85,450868358,1581327744
Arab World,,2010,8828254.27273957,,,158165281.97,460215961,1645558916
Arab World,,2011,,,,159818795.5642,465511696.975,1655808181
Arab World,,2012,,,,161472309.1584,470807422.95,1796962012
Arab World,,2013,,,,,,1775095691
Arab World,,2014,,,,,,1895700320.7851999
Argentina,ARG,1960,,,,,,48815104
Argentina,ARG,1961,,,,,,51180319
Argentina,ARG,1962,,,,,,53695881
Argentina,ARG,1963,,,,,,50083886
Argentina,ARG,1964,,,,,,55727399
Argentina,ARG,1965,,,,,,58866351
Argentina,ARG,1966,,,,,,63138406
Argentina,ARG,1967,,,,,,65543958
Argentina,ARG,1968,,,,,,69082613
Argentina,ARG,1969,,,,,,77329696
Argentina,ARG,1970,,,,32317190,84917800,82734854
Argentina,ARG,1971,,,,30727634,84729100,88939418
Argentina,ARG,1972,,,,32740340,88496000,90156862
Argentina,ARG,1973,,,,32966949.999999996,90791300,94065884
Argentina,ARG,1974,,,,33176199.999999996,91811900,95569354
Argentina,ARG,1975,,,,34420230,93881000,94931296
Argentina,ARG,1976,,,,36270000,97258400,99786404
Argentina,ARG,1977,,,,35827010,99683600,100791162
Argentina,ARG,1978,,,,36047420,96972300,102639330
Argentina,ARG,1979,,,,36583720,96622100,110703063
Argentina,ARG,1980,,,,36149720,95741200,108737551
Argentina,ARG,1981,,,,35149970,93157700,102041609
Argentina,ARG,1982,,,,35116490,91897800,103424068
Argentina,ARG,1983,,,,35544910,94102100,105213564
Argentina,ARG,1984,,,,35504300,94813500,106522683
Argentina,ARG,1985,,,,35305280,94616900,100596811
Argentina,ARG,1986,,,,35461830,94628500,104212473
Argentina,ARG,1987,,,,36097330,95248500,114942115
Argentina,ARG,1988,,,,36817150,98104200,121473042
Argentina,ARG,1989,,,,35704560,100292000,117090977
Argentina,ARG,1990,149600,1940600,206300,38519050,102083000,112147861
Argentina,ARG,1991,,,,37821550,100648000,117098311
Argentina,ARG,1992,,,,38948710,102146000,121352031
Argentina,ARG,1993,,,,39008850,101568000,117927053
Argentina,ARG,1994,,,,37955160,101069000,122408127
Argentina,ARG,1995,,,,38514710,102195000,127963632
Argentina,ARG,1996,,,,39843370,101400000,135000605
Argentina,ARG,1997,,,,39285060,102577000,138003878
Argentina,ARG,1998,,,,40126400,100269000,139815376
Argentina,ARG,1999,,,,41908590,98301300,146984361
Argentina,ARG,2000,224000,121800,63000,42109470,99214100,142136587
Argentina,ARG,2001,,,,44782910,98515100,133720821.99999999
Argentina,ARG,2002,,,,44284430,95893300,124714670
Argentina,ARG,2003,,,,49056260,101066000,135062944
Argentina,ARG,2004,,,,47979010,101501000,157589325
Argentina,ARG,2005,346200,100600,218100,50032140,100126000,162110736
Argentina,ARG,2006,,,,51185960,100025000,175436614
Argentina,ARG,2007,,,,53085950,97783600,175176257
Argentina,ARG,2008,405000,127400,340000,54092830,97896600,189107190
Argentina,ARG,2009,,,,44661700,93113200,179961692
Argentina,ARG,2010,444000,134000,506000,52060160,86741600,187919082
Argentina,ARG,2011,,,,52580761.6,87609016,191633753
Argentina,ARG,2012,,,,53101363.2,88476432,192356152
Argentina,ARG,2013,,,,,,189851591
Argentina,ARG,2014,,,,,,204024546
Armenia,ARM,1970,,,,527827.7000000001,1317980,
Armenia,ARM,1971,,,,558372,1384620,
Armenia,ARM,1972,,,,581023.7,1440480,
Armenia,ARM,1973,,,,604707.7000000001,1485250,
Armenia,ARM,1974,,,,629805.3,1541250,
Armenia,ARM,1975,,,,666128,1587120,
Armenia,ARM,1976,,,,664038.6,1590730,
Armenia,ARM,1977,,,,681584.6,1582010,
Armenia,ARM,1978,,,,694784.4,1575560,
Armenia,ARM,1979,,,,706827.9,1562060,
Armenia,ARM,1980,,,,729293.6,1542940,
Armenia,ARM,1981,,,,734210.2,1523360,
Armenia,ARM,1982,,,,744316.2,1531890,
Armenia,ARM,1983,,,,774919.4,1564490,
Armenia,ARM,1984,,,,789207.3,1605020,
Armenia,ARM,1985,,,,807559.3,1628660,
Armenia,ARM,1986,,,,812708.4,1632630,
Armenia,ARM,1987,,,,821661.2,1646580,
Armenia,ARM,1988,,,,807577.9,2491320,
Armenia,ARM,1989,,,,780152.2,2669380,
Armenia,ARM,1990,0,0,0,805088.6000000001,2889700,
Armenia,ARM,1991,,,,780043.7,2745410,
Armenia,ARM,1992,,,,649763.1,2605210,5826863
Armenia,ARM,1993,,,,558995.1,2400960,2555899
Armenia,ARM,1994,,,,489648.1,2537160,2706246
Armenia,ARM,1995,,,,468183.7,2427420,3410310
Armenia,ARM,1996,,,,485398,2561530,2563233
Armenia,ARM,1997,,,,472359.39999999997,2613390,3234294
Armenia,ARM,1998,,,,470214.2,2552160,3362639
Armenia,ARM,1999,,,,448762.2,2619240,3014274
Armenia,ARM,2000,0,0,42000,461686.10000000003,2565360,3465315
Armenia,ARM,2001,,,,467892.3,2533700,3542322
Armenia,ARM,2002,,,,477998.3,2604240,3043610
Armenia,ARM,2003,,,,472089.7,2712880,3428645
Armenia,ARM,2004,,,,587884,2826690,3644998
